cik,feature_year,actual_label,predicted_score,risk_tier,scenario_score,company_name,sector,operating_margin,operating_cash_flow_to_assets,liabilities_to_assets,revenue_growth,outcome_year,scenario_tier,review_rank
0000006951,2021,0,0.005140908980550839,Routine Monitoring,0.005722361658171031,APPLIED MATERIALS INC /DE,Technology / Software / Electronics,0.2987035511425226,0.2107260406582768,0.5257696030977734,0.340716195791187,2022,Routine Monitoring,1645
0000006955,2021,0,0.06849381605564375,Routine Monitoring,0.07569548618853215,ENERPAC TOOL GROUP CORP,Technology / Software / Electronics,0.0966840691559792,0.0660569316315695,0.4974708837703764,0.0716978990131604,2022,Routine Monitoring,825
0000007332,2021,0,0.03008039708882691,Routine Monitoring,0.03161331046113742,SOUTHWESTERN ENERGY CO,Energy / Capital-intensive,0.3952302384880756,0.1150405131667792,,1.8886481802426345,2022,Routine Monitoring,1256
0000007431,2021,0,0.027889398127320178,Routine Monitoring,0.03140305633250988,ARMSTRONG WORLD INDUSTRIES INC,Industrial / Manufacturing,0.2349539128863184,0.1094736842105263,,0.1811292560572099,2022,Routine Monitoring,1292
0000007536,2021,0,0.05428724484558232,Routine Monitoring,0.060918236547330806,ARROW ELECTRONICS INC,Consumer / Retail,0.0451553553732518,0.0214472187612935,,0.2024058008124125,2022,Routine Monitoring,946
0000008063,2021,1,0.2696626498421841,Routine Monitoring,0.29139913232587344,ASTRONICS CORP,Industrial / Manufacturing,-0.0644492794015841,-0.0090784025951426,0.5787424196159162,-0.1147642099775759,2022,Medium Review Priority,260
0000008146,2021,0,0.20612218614376593,Routine Monitoring,0.22430996807531395,"ASTRONOVA, INC.",Technology / Software / Electronics,0.036227442969016,0.012126484276456,0.2952720629811665,0.0124705902631148,2022,Routine Monitoring,318
0000008858,2021,0,0.08041728476264406,Routine Monitoring,0.08875317945066995,AVNET INC,Consumer / Retail,0.0144055604906535,0.0101898823383364,0.5424099835279497,0.1077639851759633,2022,Routine Monitoring,726
0000008868,2021,1,0.30827775397687823,Medium Review Priority,0.33171312877084846,AVON PRODUCTS INC,Industrial / Manufacturing,-0.0171537670729916,-0.1128347343790623,1.3703527168732126,-0.0608793997572547,2022,Medium Review Priority,221
0000008947,2021,0,0.050312222335659934,Routine Monitoring,0.05571656230543071,AZZ INC,Technology / Software / Electronics,0.1255616707878014,0.0759116279562376,0.410989843145977,0.0759872549966207,2022,Routine Monitoring,984
0000009092,2021,0,0.03421184581606552,Routine Monitoring,0.03849050172065102,BADGER METER INC,Industrial / Manufacturing,0.1558260325654495,0.1648587651511441,,0.1871815840430131,2022,Routine Monitoring,1188
0000009326,2021,0,0.041289875881797354,Routine Monitoring,0.04577178061635474,BALCHEM CORP,Industrial / Manufacturing,0.1595723777663471,0.1338369499510141,0.2687428345110791,0.135550079301465,2022,Routine Monitoring,1084
0000009389,2021,0,0.026323398371336758,Routine Monitoring,0.029230264107677463,BALL CORP,Industrial / Manufacturing,0.0934762146115415,0.0892766561834229,0.8130770011159582,0.172311348781937,2022,Routine Monitoring,1316
0000009984,2021,0,0.04797206193295187,Routine Monitoring,0.05387562076315217,BARNES GROUP INC,Industrial / Manufacturing,0.119171050311158,0.0651213511227016,,0.1195802883516499,2022,Routine Monitoring,1008
0000010254,2021,0,0.021703924219235574,Routine Monitoring,0.02282001125977845,EARTHSTONE ENERGY INC,Energy / Capital-intensive,0.4529588245246554,0.148341618654212,,1.903641634895484,2022,Routine Monitoring,1391
0000010456,2021,0,0.031519046760759846,Routine Monitoring,0.03497905078431481,BAXTER INTERNATIONAL INC,Industrial / Manufacturing,0.1337609511889862,0.0662868052862384,0.7279019122341219,0.0951769039664183,2022,Routine Monitoring,1231
0000010795,2021,0,0.02025607398765286,Routine Monitoring,0.022830630304727487,BECTON DICKINSON & CO,Industrial / Manufacturing,0.1382358751481627,0.0862696320499016,,0.1829175673307239,2022,Routine Monitoring,1422
0000012040,2021,0,0.09013287702219676,Routine Monitoring,0.09936704679908463,FLANIGANS ENTERPRISES INC,Consumer / Retail,0.0629975165140888,0.1097560975609756,0.5263355260074062,0.2153535675402957,2022,Routine Monitoring,663
0000012208,2021,0,0.043483816166018104,Routine Monitoring,0.04819189620168233,"BIO-RAD LABORATORIES, INC.",Industrial / Manufacturing,0.1674670535440857,0.0369334254811106,0.2311379603556409,0.1480653481697624,2022,Routine Monitoring,1057
0000012927,2021,0,0.08278740659168576,Routine Monitoring,0.09134457911199587,BOEING CO,Industrial / Manufacturing,-0.0465915293966541,-0.0246550031757029,1.1071511057220391,0.0709790570514805,2022,Routine Monitoring,706
0000014177,2021,0,0.32097128403861264,Medium Review Priority,0.34637396275057214,BRIDGFORD FOODS CORP,Industrial / Manufacturing,-0.0342677702449777,-0.0382167230052937,0.521793481727151,0.214476940950649,2022,Medium Review Priority,209
0000014693,2021,0,0.0222025279343229,Routine Monitoring,0.024665858184795404,BROWN FORMAN CORP,Industrial / Manufacturing,0.3368968506212077,0.1252683226004293,0.5927629561484208,0.0291406482307463,2022,Routine Monitoring,1384
0000014707,2021,0,0.04507805884396652,Routine Monitoring,0.050644420117257914,CALERES INC,Industrial / Manufacturing,0.0740951553929213,0.0913491105391431,,0.3120038543836529,2022,Routine Monitoring,1035
0000014930,2021,0,0.021169226652512637,Routine Monitoring,0.023857018950296665,BRUNSWICK CORP,Technology / Software / Electronics,0.1390475864664226,0.1058064516129032,,0.3447268545140884,2022,Routine Monitoring,1408
0000016040,2021,0,0.03447402292952741,Routine Monitoring,0.03878415090843775,CABOT CORP,Industrial / Manufacturing,0.1331768847169258,0.0777374470659407,,0.3041315990818669,2022,Routine Monitoring,1184
0000016058,2021,0,0.04034759733320511,Routine Monitoring,0.044731992588066524,CACI INTERNATIONAL INC /DE/,Technology / Software / Electronics,0.0892519773300894,0.0959460965735701,0.5681922606090495,0.0566591993555292,2022,Routine Monitoring,1099
0000016732,2021,0,0.037018085277169974,Routine Monitoring,0.0410561559453929,CAMPBELL SOUP CO,Industrial / Manufacturing,0.1822793770646531,0.0882052156127492,0.7312084540651099,-0.0247382349557012,2022,Routine Monitoring,1138
0000016918,2021,0,0.017919016658111773,Routine Monitoring,0.019916779426634505,"CONSTELLATION BRANDS, INC.",Industrial / Manufacturing,0.264344099674629,0.104634163321189,0.534038784334656,0.0238888437474606,2022,Routine Monitoring,1462
0000017843,2021,0,0.1937014634918049,Routine Monitoring,0.21108467766316638,CARPENTER TECHNOLOGY CORP,Industrial / Manufacturing,-0.1684738411493629,0.0841410877759827,0.5314014539579968,-0.323460639127046,2022,Routine Monitoring,341
0000018230,2021,0,0.01227869198772389,Routine Monitoring,0.013656368131497568,CATERPILLAR INC,Technology / Software / Electronics,0.1349394753879657,0.0869397171258439,0.8005145362530649,0.2209207626712657,2022,Routine Monitoring,1556
0000018498,2021,0,0.025142954761665677,Routine Monitoring,0.027923203667296063,GENESCO INC,Consumer / Retail,0.0642285734103358,0.1535562086653918,0.6143214994696239,0.35574773443491,2022,Routine Monitoring,1335
0000019745,2021,0,0.0763971745933296,Routine Monitoring,0.08548469816391219,CHESAPEAKE UTILITIES CORP,Energy / Capital-intensive,0.2300339668191898,0.0711646915246287,,0.16749351697467,2022,Routine Monitoring,758
0000021344,2021,0,0.007838547100296194,Routine Monitoring,0.008849085066949796,COCA COLA CO,Industrial / Manufacturing,0.2666666666666666,0.1338046081777137,,0.1708669049494153,2022,Routine Monitoring,1606
0000021535,2021,0,0.058547239639678714,Routine Monitoring,0.06566244608053481,COHU INC,Industrial / Manufacturing,0.227135730500195,0.0776215922557114,,0.394975212536969,2022,Routine Monitoring,909
0000021665,2021,0,0.008492308124332833,Routine Monitoring,0.009449214124960173,COLGATE PALMOLIVE CO,Industrial / Manufacturing,0.1912634177142529,0.2210771276595744,0.935438829787234,0.0576771295003339,2022,Routine Monitoring,1597
0000023111,2021,0,0.14999096752524194,Routine Monitoring,0.16425058824124514,COMPUTER TASK GROUP INC,Technology / Software / Electronics,0.0324814866742292,0.0393503031847674,0.4985663767561885,0.0715505161285035,2022,Routine Monitoring,449
0000023194,2021,0,0.004925985298262672,Routine Monitoring,0.0049169985800938,COMSTOCK RESOURCES INC,Energy / Capital-intensive,0.486712810620674,0.1840108957808196,0.7455611110765988,1.1565378497893837,2022,Routine Monitoring,1647
0000023197,2021,1,0.29128031967039697,Medium Review Priority,0.31401012094653064,COMTECH TELECOMMUNICATIONS CORP /DE/,Technology / Software / Electronics,-0.1174120458315784,-0.0409198971716152,0.4958076186851218,-0.0567847384934694,2022,Medium Review Priority,239
0000024545,2021,0,0.04036105114480747,Routine Monitoring,0.044746840197152214,MOLSON COORS BEVERAGE CO,Industrial / Manufacturing,0.116820215423417,0.0569716499511206,0.5052644918353307,0.0619338439755028,2022,Routine Monitoring,1098
0000024741,2021,0,0.017273309703750687,Routine Monitoring,0.019200491068407533,CORNING INC /NY,Industrial / Manufacturing,0.149978696207925,0.1131524839158983,0.5839689593420442,0.245863929930107,2022,Routine Monitoring,1478
0000025445,2021,0,0.038001865813037446,Routine Monitoring,0.042733542242462515,CRANE CO /DE/,Industrial / Manufacturing,0.1579559748427673,0.1040208621227655,,0.082774353910586,2022,Routine Monitoring,1126
0000026058,2021,0,0.0372370116968705,Routine Monitoring,0.04129793951328455,CTS CORP,Technology / Software / Electronics,0.1491036701272115,0.1296402202082286,0.3023257913921338,0.2095404960548594,2022,Routine Monitoring,1134
0000026172,2021,0,0.01811900202531392,Routine Monitoring,0.02013860364148931,CUMMINS INC,Technology / Software / Electronics,0.1126514299987511,0.09514972585407,0.6035006326444539,0.212508202513755,2022,Routine Monitoring,1460
0000026324,2021,0,0.03401498831221467,Routine Monitoring,0.03773830786305308,CURTISS WRIGHT CORP,Technology / Software / Electronics,0.1527109086403416,0.0944714874577956,0.5548994832516763,0.0479209111559395,2022,Routine Monitoring,1193
0000026780,2021,0,0.056476178610888765,Routine Monitoring,0.06249905300429135,DANA INC,Industrial / Manufacturing,0.0441587479038569,0.0207023060796645,0.7152777777777778,0.2587953841823811,2022,Routine Monitoring,928
0000027419,2021,0,0.015121632770265892,Routine Monitoring,0.017054959250083646,TARGET CORP,Consumer / Retail,0.0843922456487901,0.160283213469365,,0.1330041363388592,2022,Routine Monitoring,1513
0000027996,2021,0,0.05937350586531059,Routine Monitoring,0.06658202622703073,DELUXE CORP,Industrial / Manufacturing,0.0702968108448385,0.0685734117794003,,0.1292262984697738,2022,Routine Monitoring,901
0000028823,2021,1,0.08548440917021884,Routine Monitoring,0.09554105256000729,"DIEBOLD NIXDORF, INC",Technology / Software / Electronics,0.0351070367714841,0.03515625,,0.0007431514747713,2022,Routine Monitoring,682
0000029002,2021,0,0.014883178577455983,Routine Monitoring,0.01654818367479863,DIODES INC /DEL/,Technology / Software / Electronics,0.1528865553340919,0.1542692054436214,0.4063672963483626,0.468548626562481,2022,Routine Monitoring,1516
0000029332,2021,1,0.23552064494186348,Routine Monitoring,0.2554677235693253,DIXIE GROUP INC,Industrial / Manufacturing,0.0293072173528265,-0.028191202510414,0.7181516694338405,0.0801040707225129,2022,Routine Monitoring,287
0000029534,2021,0,0.03261295667382478,Routine Monitoring,0.03669924821991316,DOLLAR GENERAL CORP,Consumer / Retail,0.0941155097059071,0.1088529120511121,,0.0140342033219762,2022,Routine Monitoring,1209
0000029644,2021,0,0.019203537307903196,Routine Monitoring,0.021341397199254285,DONALDSON CO INC,Technology / Software / Electronics,0.134797995725148,0.1674443796350304,0.5262478126822765,0.1053915872646991,2022,Routine Monitoring,1440
0000029905,2021,0,0.018832445827151587,Routine Monitoring,0.02122997920456634,DOVER CORP,Technology / Software / Electronics,0.1620709336353074,0.1072573055531498,,0.1830288639927226,2022,Routine Monitoring,1449
0000029989,2021,0,0.02645735457023665,Routine Monitoring,0.02979612607595615,OMNICOM GROUP INC.,Technology / Software / Electronics,0.1538133161644296,0.0684474593445876,,0.0849055887511294,2022,Routine Monitoring,1312
0000030305,2021,0,0.1511327434889501,Routine Monitoring,0.1654797804675255,DUCOMMUN INC /DE/,Industrial / Manufacturing,0.0757360015989761,-0.0005772757692327,0.5150863103904529,0.0261900559829937,2022,Routine Monitoring,446
0000030625,2021,0,0.07281637064065997,Routine Monitoring,0.08151554658840561,FLOWSERVE CORP,Technology / Software / Electronics,0.07646269761032,0.0526592035653109,,-0.0501789903474499,2022,Routine Monitoring,790
0000030697,2021,0,0.03513721909569733,Routine Monitoring,0.038978422573690746,WENDY'S CO,Consumer / Retail,0.1934424812255996,0.0677799447248799,0.9144537244841652,0.0941115741208022,2022,Routine Monitoring,1167
0000031107,2021,0,0.255001751496898,Routine Monitoring,0.276003075384405,EASTERN CO,Industrial / Manufacturing,0.0707714839043523,-0.029127225699303,0.569696533348883,0.0254560304905202,2022,Medium Review Priority,271
0000031235,2021,1,0.18137925937238694,Routine Monitoring,0.19792810522785714,EASTMAN KODAK CO,Industrial / Manufacturing,-0.04,-0.0216490096729617,0.5499769691386458,0.1175898931000971,2022,Routine Monitoring,372
0000031462,2021,0,0.02199866907174643,Routine Monitoring,0.02443994687960607,ECOLAB INC.,Industrial / Manufacturing,0.1255468032136714,0.0972300814848347,0.6579758940697148,0.0799731980797611,2022,Routine Monitoring,1387
0000031791,2021,0,0.02125815505051539,Routine Monitoring,0.023619239773894983,PERKINELMER INC,Industrial / Manufacturing,0.2629432726636905,0.0940465265482861,0.5239345826827463,0.3395481323747702,2022,Routine Monitoring,1405
0000033002,2021,0,0.06142339874378564,Routine Monitoring,0.06793587903561017,"ENNIS, INC.",Industrial / Manufacturing,0.1089561865334713,0.1373968398564162,0.1763048877032024,0.1174418182376884,2022,Routine Monitoring,883
0000033185,2021,0,0.018588351442296314,Routine Monitoring,0.02065916750562562,EQUIFAX INC,Technology / Software / Electronics,0.231117610024574,0.1208959414540481,0.6738309376952966,0.1929497274379163,2022,Routine Monitoring,1452
0000033213,2021,0,0.19658232651601162,Routine Monitoring,0.2141554081780298,EQT CORP,Energy / Capital-intensive,-0.4440863481563878,0.0769388692423165,0.5350774003780558,0.001902680196401,2022,Routine Monitoring,333
0000033488,2021,0,0.2587916425928726,Routine Monitoring,0.2799877883516166,ESCALADE INC,Industrial / Manufacturing,0.1017052918893409,0.0037291797393148,0.4177277023645938,0.1460374421247656,2022,Medium Review Priority,268
0000034067,2021,0,0.14578598787276775,Routine Monitoring,0.15972095994364252,DMC GLOBAL INC.,Industrial / Manufacturing,-0.0092343771024354,-0.0148216359791395,0.3547972494597484,0.1350753400447719,2022,Routine Monitoring,465
0000034563,2021,1,0.3289842054393306,Medium Review Priority,0.3531899580159692,FARMER BROTHERS CO,Industrial / Manufacturing,-0.0959482216915923,-0.0043963716620415,0.6894759264628438,-0.2063951168914066,2022,Medium Review Priority,202
0000037472,2021,0,0.32588391752650764,Medium Review Priority,0.34998053472429136,FLEXSTEEL INDUSTRIES INC,Industrial / Manufacturing,0.0651458996711384,-0.1101560420380148,0.4340300358178982,0.3052359331309311,2022,Medium Review Priority,205
0000037785,2021,0,0.030112298007047816,Routine Monitoring,0.033896244152235536,FMC CORP,Industrial / Manufacturing,0.2071077459763735,0.084923402606485,,0.0868356993602033,2022,Routine Monitoring,1255
0000037996,2021,0,0.03349232987526103,Routine Monitoring,0.03716063948691338,FORD MOTOR CO,Industrial / Manufacturing,0.0331741735794808,0.061419651020289,0.8108351002781722,0.0723353048511923,2022,Routine Monitoring,1200
0000038725,2021,0,0.03324297334602265,Routine Monitoring,0.0374051515530296,FRANKLIN ELECTRIC CO INC,Technology / Software / Electronics,0.1138437839415355,0.0823805760031488,,0.3323368055472044,2022,Routine Monitoring,1205
0000039092,2021,0,0.13288077795267159,Routine Monitoring,0.13639737116878514,FRIEDMAN INDUSTRIES INC,Industrial / Manufacturing,0.0990923854888481,-0.0841171126153013,0.4996916466588273,1.2619272207640746,2022,Routine Monitoring,491
0000039911,2021,0,0.04093924225387779,Routine Monitoring,0.046019160564501636,GAP INC,Consumer / Retail,0.0485902819436112,0.0633962855575581,,0.2079710144927535,2022,Routine Monitoring,1093
0000040533,2021,0,0.029218434043278042,Routine Monitoring,0.03289386569253554,GENERAL DYNAMICS CORP,Industrial / Manufacturing,0.1082170059008552,0.0852954686158209,,0.0143441001977586,2022,Routine Monitoring,1272
0000040570,2021,0,0.19103601295124523,Routine Monitoring,0.21064983479363478,GEE GROUP INC.,Technology / Software / Electronics,0.0435921547555077,0.0031465528238185,,0.1466861786113142,2022,Routine Monitoring,347
0000040704,2021,0,0.02546257318346944,Routine Monitoring,0.028277139578913802,GENERAL MILLS INC,Industrial / Manufacturing,0.1734870634964417,0.0936878766656512,0.6740740973371564,0.0283889122122247,2022,Routine Monitoring,1331
0000040888,2021,0,0.07058945374865733,Routine Monitoring,0.07799301747859572,"AEROJET ROCKETDYNE HOLDINGS, INC.",Industrial / Manufacturing,0.1174588665447897,0.0820184089414858,0.7807774490466798,0.0556279249288367,2022,Routine Monitoring,806
0000041719,2021,1,0.08834733571736764,Routine Monitoring,0.09741816170070083,GLATFELTER CORP,Industrial / Manufacturing,0.0263797900606069,0.037741537705645,0.7113899926991657,0.1835203131921727,2022,Routine Monitoring,673
0000042682,2021,0,0.07460110261052819,Routine Monitoring,0.08238811853182164,GORMAN RUPP CO,Technology / Software / Electronics,0.1040294357098298,0.1079918432148001,0.215750771234498,0.0841025082600934,2022,Routine Monitoring,777
0000042888,2021,0,0.012646460488989745,Routine Monitoring,0.014267916459152537,GRACO INC,Technology / Software / Electronics,0.2673178010955883,0.1870073567512743,,0.2045269572120731,2022,Routine Monitoring,1547
0000043920,2021,0,0.0422152891067108,Routine Monitoring,0.047445711718866086,"GREIF, INC",Industrial / Manufacturing,0.1053256780835478,0.0680903744970597,,0.2305869324473974,2022,Routine Monitoring,1071
0000045012,2021,0,0.0837863895592622,Routine Monitoring,0.09243641385108435,HALLIBURTON CO,Energy / Capital-intensive,0.117685518143184,0.0856144437973209,0.6985798127324044,0.0588438906195916,2022,Routine Monitoring,691
0000045919,2021,0,0.20081861239683915,Routine Monitoring,0.2186673185658205,HARTE HANKS INC,Technology / Software / Electronics,0.0392556887089148,-0.0163451108370958,1.1389937048608858,0.1000339174674957,2022,Routine Monitoring,328
0000046080,2021,0,0.04175211936476337,Routine Monitoring,0.046281777169223264,"HASBRO, INC.",Industrial / Manufacturing,0.1188866737274936,0.0814819980473809,0.6924624917810676,0.1747263671032703,2022,Routine Monitoring,1075
0000046129,2021,0,0.11045363539777772,Routine Monitoring,0.12149169347220284,ALLIED MOTION TECHNOLOGIES INC,Industrial / Manufacturing,0.0644980620347148,0.0539566893592616,0.6011725097443631,0.1004161507960315,2022,Routine Monitoring,572
0000046250,2021,0,0.0644900434335087,Routine Monitoring,0.07130296698098529,HAWKINS INC,Consumer / Retail,0.0919176647846918,0.0755065852557956,0.4666207202887923,0.2976690105567199,2022,Routine Monitoring,861
0000046619,2021,0,0.027347598559562633,Routine Monitoring,0.030364038607939993,HEICO CORP,Industrial / Manufacturing,0.2105932307863826,0.1269389181990546,0.2712323065898279,0.0440249601428979,2022,Routine Monitoring,1298
0000046765,2021,0,0.5560370475736286,High Review Priority,0.5859804954593435,"HELMERICH & PAYNE, INC.",Energy / Capital-intensive,-0.3516824666329659,0.0271030057241293,,-0.3130675614047252,2022,High Review Priority,117
0000047111,2021,0,0.009460873988859923,Routine Monitoring,0.010525758570310614,HERSHEY CO,Industrial / Manufacturing,0.2278057328578783,0.2000420467044959,0.7351932549325885,0.1008155005098949,2022,Routine Monitoring,1584
0000047217,2021,0,0.01189176240536015,Routine Monitoring,0.013417770328941703,HP INC,Technology / Software / Electronics,0.0835131601745239,0.165993265993266,,0.1209060894436695,2022,Routine Monitoring,1560
0000047307,2021,0,0.2240236226105097,Routine Monitoring,0.23306506198882884,CRAWFORD UNITED CORP,Industrial / Manufacturing,0.0671092794511776,0.0195749251035947,,,2022,Routine Monitoring,299
0000048287,2021,0,0.060121065399821975,Routine Monitoring,0.06741384199353939,HNI CORP,Industrial / Manufacturing,0.0391044163910771,0.0878778714424289,,0.1171368180741887,2022,Routine Monitoring,888
0000048465,2021,0,0.03670229463138174,Routine Monitoring,0.0412791025647635,HORMEL FOODS CORP /DE/,Industrial / Manufacturing,0.0985930410956642,0.0789152518023123,,0.1850168112232737,2022,Routine Monitoring,1143
0000048898,2021,0,0.03369916340393986,Routine Monitoring,0.03738925048087548,HUBBELL INC,Technology / Software / Electronics,0.1269163825373739,0.0972640348385875,0.5757455268389662,0.0019350215002389,2022,Routine Monitoring,1198
0000049826,2021,0,0.009336563447634193,Routine Monitoring,0.010538173003061604,ILLINOIS TOOL WORKS INC,Technology / Software / Electronics,0.2405396056727775,0.1590470858991105,,0.1495944011452203,2022,Routine Monitoring,1585
0000050493,2021,0,0.03404628632933542,Routine Monitoring,0.03777289783337476,INGLES MARKETS INC,Consumer / Retail,0.0701810840714948,0.1517564373709534,0.5128389610877795,0.0818353011400701,2022,Routine Monitoring,1192
0000050725,2021,0,0.1313542343887184,Routine Monitoring,0.14414251967724306,GRIFFON CORP,Industrial / Manufacturing,0.0751259784746585,0.027270860008024,0.6901130079069062,-0.0568617856866936,2022,Routine Monitoring,504
0000050863,2021,0,0.006952312530416929,Routine Monitoring,0.007849501897804147,INTEL CORP,Technology / Software / Electronics,0.2462036849564689,0.1780874790684417,,0.0148586692693952,2022,Routine Monitoring,1624
0000051253,2021,0,0.01242887788077311,Routine Monitoring,0.012990020959305149,INTERNATIONAL FLAVORS & FRAGRANCES INC,Industrial / Manufacturing,0.0501887439945092,0.0362348076050229,,1.2925751523482667,2022,Routine Monitoring,1551
0000051644,2021,0,0.019368567621707765,Routine Monitoring,0.021524396543263352,"INTERPUBLIC GROUP OF COMPANIES, INC.",Technology / Software / Electronics,0.1402443192359897,0.1042533100275249,0.8189379784220361,0.1301953426774087,2022,Routine Monitoring,1438
0000052988,2021,0,0.06842851893439061,Routine Monitoring,0.07664682410636653,JACOBS ENGINEERING GROUP INC /DE/,Industrial / Manufacturing,0.0488261525597205,0.049634074142212,,0.0387453356404061,2022,Routine Monitoring,826
0000054381,2021,0,0.17736314001407227,Routine Monitoring,0.19591312734270475,KAMAN CORP,Industrial / Manufacturing,0.0698116906654931,0.0406330674970504,,-0.0962013311084454,2022,Routine Monitoring,383
0000055067,2021,0,0.03258445257847199,Routine Monitoring,0.03666730803009977,KELLOGG CO,Industrial / Manufacturing,0.1235455891686058,0.0935746506766421,,0.0298474945533768,2022,Routine Monitoring,1211
0000055135,2021,0,0.07934027713898653,Routine Monitoring,0.08874424794658917,KELLY SERVICES INC,Technology / Software / Electronics,0.009898771819052,0.0293690829935733,,0.087178919397697,2022,Routine Monitoring,735
0000055242,2021,0,0.053336431673197536,Routine Monitoring,0.05904542327270208,KENNAMETAL INC,Technology / Software / Electronics,0.0554826356098294,0.0884107765099722,0.4867488120652977,-0.0232662619576142,2022,Routine Monitoring,957
0000055529,2021,1,0.29031589984975686,Medium Review Priority,0.313003680768603,KEWAUNEE SCIENTIFIC CORP /DE/,Industrial / Manufacturing,-0.0089239094318127,0.0102031683522778,0.5358565291327307,-0.0004812254303917,2022,Medium Review Priority,242
0000055772,2021,1,0.18365334766966498,Routine Monitoring,0.2026991105979273,KIMBALL INTERNATIONAL INC,Industrial / Manufacturing,0.0026730731378117,0.0613907038990542,,-0.2182441928999985,2022,Routine Monitoring,362
0000055785,2021,0,0.01973092500322596,Routine Monitoring,0.0222402497967756,KIMBERLY CLARK CORP,Industrial / Manufacturing,0.131738683127572,0.1530526433817346,,0.0156739811912225,2022,Routine Monitoring,1429
0000056679,2021,0,0.07283644016150494,Routine Monitoring,0.08045527148659525,KORN FERRY,Technology / Software / Electronics,0.0855981441207596,0.0822610375308438,0.5521795005179082,-0.0795942002599464,2022,Routine Monitoring,789
0000056873,2021,0,0.019041913014340158,Routine Monitoring,0.021162168088697707,KROGER CO,Consumer / Retail,0.0252161174286377,0.1261052031129038,0.8079085686346412,0.0406798593186312,2022,Routine Monitoring,1445
0000056978,2021,0,0.0057131385238830545,Routine Monitoring,0.005887181477290196,KULICKE & SOFFA INDUSTRIES INC,Technology / Software / Electronics,0.2717643694519999,0.1873290414583633,0.3161739501795357,1.4353697831752186,2022,Routine Monitoring,1641
0000057131,2021,0,0.03716439260477296,Routine Monitoring,0.041796324319177326,LA-Z-BOY INC,Industrial / Manufacturing,0.0788447300379877,0.1734944763598052,,0.0177595772725298,2022,Routine Monitoring,1135
